temperature_c,ph,dissolved_oxygen_mg_l,salinity_ppt,ammonia_mg_l,feed_kg_day,shrimp_age_days,stocking_density_per_m2,high_risk
28.19,8.72,5.18,25.66,0.404,40.39,60,63.8,1
27.83,7.97,3.2,20.47,0.283,39.42,45,37.2,1
28.91,8.11,6.36,10.78,0.049,38.73,68,82.3,0
29.56,7.81,4.87,13.27,0.116,49.64,17,48.6,0
26.98,7.24,6.45,19.39,0.148,51.52,50,62.2,0
30.45,7.53,4.75,22.08,0.308,49.75,19,39.6,0
29.13,7.13,4.83,15.07,0.277,47.08,48,52.5,0
25.22,7.1,3.48,22.95,0.178,43.28,52,53.2,1
25.08,8.02,5.95,7.24,0.165,9.73,13,31.1,0
28.98,7.18,3.91,11.75,0.114,53.67,45,30.6,0
28.56,7.98,4.39,5.61,0.144,49.33,90,41.9,0
28.79,7.08,5.0,12.62,0.093,27.23,126,61.6,0
28.94,7.96,5.15,27.05,0.21,46.21,84,17.5,0
29.45,7.53,2.87,30.35,0.172,51.72,95,39.6,1
30.9,8.57,4.71,19.41,0.247,59.57,90,64.6,0
26.78,7.98,5.99,14.17,0.242,49.65,123,26.5,0
26.66,8.48,4.53,16.67,0.067,46.82,122,63.8,0
26.81,7.38,4.72,20.84,0.009,56.2,23,28.1,0
29.58,7.83,5.2,8.62,0.062,37.4,66,31.3,0
31.49,7.26,4.84,14.57,0.144,48.18,118,42.8,0
28.14,7.57,3.71,26.61,0.093,32.68,115,73.1,0
24.0,7.66,4.95,11.73,0.09,58.65,74,35.4,0
25.59,7.4,6.24,13.51,0.059,17.85,63,19.0,0
27.33,7.13,3.69,18.08,0.159,54.25,16,24.0,0
27.88,7.02,4.53,19.7,0.019,42.27,67,59.0,0
28.18,6.51,3.27,14.25,0.177,56.48,70,24.7,1
29.08,7.22,6.18,18.46,0.179,30.29,85,62.8,0
28.38,8.15,4.88,21.65,0.243,43.35,72,46.0,0
31.1,6.92,3.94,29.77,0.747,42.91,35,44.5,1
27.65,7.05,5.12,17.24,0.007,48.51,126,49.5,0
27.28,8.78,3.5,17.75,0.173,26.29,36,33.0,1
29.96,7.45,3.71,27.16,0.2,51.54,55,47.1,0
25.93,7.98,3.17,14.71,0.062,14.31,71,27.1,1
29.78,8.15,3.67,10.05,0.099,31.98,45,65.2,0
29.21,8.16,6.7,19.5,0.076,18.56,18,29.6,0
28.71,6.96,4.08,24.46,0.182,54.42,83,51.6,0
32.18,7.67,5.58,20.17,0.262,48.0,38,29.5,1
27.76,6.91,3.95,17.42,0.038,48.84,115,37.0,0
33.12,9.15,5.95,9.31,0.161,64.1,105,39.4,1
28.55,6.92,3.72,17.65,0.302,37.26,61,89.7,1
26.45,7.22,5.05,25.4,0.066,51.14,65,44.8,0
29.14,7.23,5.07,10.6,0.052,42.99,123,32.7,0
26.85,6.98,7.91,16.53,0.047,40.71,13,38.3,0
27.5,8.54,5.79,15.68,0.055,61.6,55,22.4,0
29.79,9.13,4.26,13.81,0.399,73.23,17,42.6,1
30.11,7.54,5.86,19.49,0.464,35.53,26,72.8,0
27.76,7.07,7.67,20.66,0.329,54.51,120,50.0,0
30.97,6.57,2.96,20.6,0.092,46.79,22,58.6,1
31.32,7.67,3.95,12.14,0.338,46.97,124,31.4,0
31.87,7.63,4.7,8.12,0.044,45.71,104,41.9,0
30.06,7.44,4.48,19.57,0.214,37.0,86,48.1,0
31.73,7.92,4.58,14.96,0.072,5.0,99,34.1,0
25.24,8.02,3.37,29.03,0.038,65.02,32,51.0,1
28.36,7.98,6.75,29.31,0.157,31.58,24,54.2,0
27.27,7.63,3.22,29.94,0.16,38.38,54,53.1,1
29.24,7.19,4.75,12.36,0.172,38.7,101,42.7,0
27.86,8.17,6.31,21.42,0.188,30.24,46,61.4,0
28.67,7.81,4.96,23.23,0.151,45.6,31,41.1,0
32.76,8.29,3.78,22.55,0.107,41.34,104,39.8,0
28.66,8.23,3.31,15.87,0.124,31.25,86,66.6,0
29.83,7.02,4.71,25.67,0.216,44.24,74,28.4,0
28.54,7.01,4.05,18.0,0.147,41.5,59,19.5,0
29.15,7.38,5.26,18.77,0.079,55.92,103,32.0,0
29.01,7.22,3.25,8.77,0.061,21.89,98,50.8,0
29.9,8.22,6.02,21.87,0.123,29.92,53,64.3,0
31.33,7.99,5.14,16.44,0.301,52.88,25,35.1,0
32.29,8.4,5.24,20.79,0.19,32.4,114,72.2,0
29.62,8.02,6.8,19.41,0.312,28.45,26,45.4,0
30.18,7.91,4.45,19.09,0.09,33.15,61,43.3,0
26.7,8.46,4.09,17.73,0.139,40.49,117,32.3,0
28.82,8.06,4.32,22.72,0.155,40.54,60,74.3,0
30.88,7.84,4.76,16.81,0.223,38.85,109,42.7,0
30.73,8.61,4.89,9.27,0.091,26.57,68,25.0,0
29.42,7.86,3.96,21.41,0.189,53.6,99,81.9,0
30.77,7.63,2.47,13.15,0.289,61.89,81,50.9,1
29.98,7.34,4.3,10.05,0.112,13.34,43,57.0,0
31.4,8.19,5.45,11.87,0.054,18.7,117,70.2,0
29.58,8.48,5.17,19.7,0.296,57.04,66,54.2,0
28.29,7.77,6.5,17.42,0.202,65.55,64,59.6,0
29.67,8.52,7.44,5.2,0.03,10.06,89,45.8,0
23.14,6.72,5.95,15.7,0.114,54.23,121,56.0,1
29.77,7.77,6.73,25.02,0.416,66.57,114,44.5,1
22.0,7.78,5.96,15.29,0.178,29.06,57,44.7,0
25.55,7.4,7.14,17.01,0.123,65.7,37,46.8,0
29.9,9.11,7.31,24.26,0.048,39.33,48,39.0,0
29.96,7.76,6.19,22.77,0.048,46.72,41,52.6,0
26.68,7.58,5.88,24.13,0.213,31.21,45,52.5,0
27.58,7.81,4.74,2.0,0.052,57.02,61,57.3,0
31.74,6.7,4.95,28.4,0.156,54.52,12,54.6,1
28.03,7.38,4.58,21.82,0.112,67.87,73,75.0,0
33.49,8.34,5.78,32.77,0.149,63.61,111,60.8,1
29.0,7.45,4.1,13.31,0.104,41.86,61,41.9,0
29.82,7.34,4.76,7.42,0.172,88.63,19,51.8,0
32.23,8.52,2.06,18.04,0.242,62.26,56,66.2,1
29.26,8.54,7.15,16.35,0.105,50.11,50,30.8,0
27.0,8.08,4.72,21.92,0.227,27.04,81,75.2,0
28.78,7.55,5.57,24.45,0.322,19.05,40,33.4,0
28.93,7.67,6.82,17.48,0.155,20.32,46,58.5,0
26.27,7.36,5.38,16.56,0.21,28.0,99,45.1,0
28.49,7.25,6.81,21.14,0.039,62.66,31,44.2,0
27.52,7.23,3.45,16.46,0.107,49.31,121,25.5,0
30.85,7.46,8.0,15.96,0.026,32.8,45,58.6,0
29.07,7.23,6.36,24.22,0.078,39.96,108,25.7,0
28.43,6.94,5.26,25.56,0.108,38.13,19,23.4,0
28.79,7.92,6.78,24.5,0.44,54.0,48,62.4,0
29.45,7.93,3.54,16.99,0.062,28.82,55,71.8,0
30.23,8.74,4.64,5.16,0.118,47.25,64,35.0,0
27.0,7.43,6.81,17.11,0.052,46.5,21,60.0,0
26.92,7.96,2.67,13.45,0.101,29.27,39,56.9,0
31.21,7.97,5.7,17.22,0.174,65.82,115,43.6,0
28.18,7.66,5.67,13.97,0.196,37.57,120,65.0,0
26.17,8.21,7.46,17.88,0.09,27.11,62,42.5,0
29.89,8.23,3.02,11.76,0.07,54.79,24,52.8,0
29.93,7.98,7.01,10.32,0.351,42.82,43,26.2,0
25.94,7.66,4.3,25.34,0.085,48.13,124,26.8,0
29.46,7.6,4.44,12.18,0.012,24.23,120,62.5,0
30.47,7.05,3.47,18.0,0.29,54.19,107,53.3,1
29.75,7.36,3.64,23.73,0.016,74.59,113,42.9,0
30.26,7.46,5.5,23.49,0.29,23.06,95,73.6,0
26.19,7.18,3.61,22.77,0.027,47.31,84,73.5,0
29.66,8.04,5.93,19.82,0.033,30.22,102,51.6,0
28.39,8.46,4.17,22.34,0.043,82.34,87,23.2,0
28.03,7.3,3.48,26.24,0.079,60.59,50,43.3,0
30.74,7.96,4.34,20.55,0.292,46.23,86,32.5,0
31.96,7.23,5.42,6.98,0.044,23.58,45,46.3,0
32.59,7.63,4.65,14.83,0.174,27.21,85,31.0,0
31.63,7.42,5.04,22.18,0.146,53.19,55,27.1,0
28.78,8.13,5.87,14.24,0.127,21.56,68,11.1,0
29.71,7.43,6.35,27.72,0.255,22.03,31,47.5,1
30.53,8.36,4.61,17.62,0.136,42.13,124,10.5,0
29.24,7.66,3.69,18.51,0.144,44.0,99,40.2,0
29.26,7.44,5.1,24.75,0.208,47.7,22,55.4,0
30.65,7.11,5.59,16.9,0.081,35.41,67,34.2,0
28.88,7.94,3.17,19.06,0.119,55.8,64,28.7,0
27.54,8.29,3.89,23.39,0.155,29.07,116,44.0,0
28.17,7.95,4.1,9.17,0.237,51.4,100,32.6,0
30.27,9.03,4.74,16.29,0.107,45.21,115,47.8,0
29.01,8.59,4.05,22.97,0.118,51.01,66,29.5,0
29.68,7.63,5.88,18.39,0.171,59.73,28,43.4,0
30.34,7.63,2.99,26.8,0.109,35.17,96,39.8,1
28.25,8.06,3.03,8.54,0.063,32.08,36,44.8,0
30.51,7.34,4.58,7.86,0.208,16.67,86,69.5,0
29.76,8.44,4.78,22.62,0.136,11.71,59,48.0,0
26.53,8.0,3.18,23.19,0.087,39.36,51,52.6,1
31.88,7.94,4.24,16.84,0.043,40.39,24,35.6,0
28.0,8.18,4.5,20.4,0.016,25.71,106,48.3,0
25.69,8.75,4.51,22.47,0.177,28.93,92,40.9,0
26.91,7.89,5.19,13.12,0.062,64.85,51,45.4,0
26.96,7.74,4.17,13.76,0.025,55.14,98,54.7,0
29.1,8.63,6.85,19.14,0.055,23.08,128,37.5,0
28.45,8.33,5.61,23.42,0.154,35.36,96,39.0,0
28.33,7.62,3.99,11.0,0.061,48.09,123,37.7,0
30.24,7.8,5.12,16.81,0.157,32.6,66,37.4,0
29.68,7.91,5.16,16.53,0.074,29.87,55,47.6,0
29.63,8.0,6.52,20.51,0.119,36.93,111,39.5,0
29.82,7.05,4.25,17.95,0.127,58.36,89,67.5,0
30.23,6.95,5.96,14.72,0.2,59.72,82,85.2,1
24.78,7.31,5.05,25.49,0.204,30.97,87,36.5,0
28.27,7.27,6.86,14.76,0.122,48.91,129,49.4,0
24.64,7.45,6.61,16.25,0.05,41.9,92,60.6,0
29.07,8.15,5.25,8.45,0.274,26.88,107,41.0,0
28.99,7.71,4.67,13.72,0.085,37.54,14,30.1,0
31.09,7.91,5.63,21.1,0.15,23.04,96,71.1,0
31.38,7.13,4.77,19.92,0.155,59.45,48,55.3,0
29.41,7.55,7.1,21.6,0.088,65.29,24,49.8,0
28.0,8.12,5.1,21.31,0.027,35.84,43,66.8,0
29.97,8.13,4.49,30.53,0.021,32.26,109,56.6,0
27.94,7.4,4.43,13.51,0.094,57.82,108,44.3,0
29.0,7.89,3.48,8.28,0.045,60.24,46,30.4,0
30.97,9.01,5.7,11.7,0.237,25.28,33,37.6,0
27.88,7.79,3.97,13.78,0.091,39.78,60,63.1,0
30.61,7.42,6.37,12.15,0.081,41.12,49,55.2,0
30.35,7.7,3.38,18.56,0.409,30.44,65,42.2,1
27.09,7.85,5.16,25.52,0.008,47.79,104,71.5,0
30.95,7.72,6.44,27.24,0.118,31.5,49,42.6,0
30.4,7.78,2.31,21.03,0.017,33.9,30,59.8,0
29.2,7.01,7.52,30.85,0.295,40.48,23,48.3,1
27.48,7.27,4.47,15.86,0.024,19.66,92,74.0,0
27.28,7.72,5.18,8.2,0.159,11.15,33,56.3,0
27.92,7.71,5.71,24.32,0.142,55.77,36,45.7,0
30.09,7.49,5.91,6.97,0.016,30.9,106,42.3,0
27.09,7.7,5.34,13.47,0.16,74.02,21,44.8,0
29.88,7.83,6.25,21.12,0.074,71.58,88,34.1,0
26.52,8.29,5.65,17.39,0.184,34.4,11,24.5,0
28.59,7.75,7.2,16.85,0.069,77.09,123,49.6,0
29.22,8.02,5.65,10.92,0.161,56.06,95,37.0,0
33.89,7.5,7.46,17.94,0.108,32.32,108,37.0,0
26.25,8.11,6.13,24.02,0.16,5.0,89,43.7,0
31.94,8.01,2.74,18.12,0.182,52.32,58,45.8,0
29.3,8.28,8.26,13.02,0.099,42.47,129,45.1,0
29.82,8.19,4.28,10.51,0.085,48.47,104,71.1,0
29.24,8.12,6.87,13.14,0.178,38.57,20,54.9,0
29.89,7.75,5.03,20.35,0.075,24.84,79,76.6,0
28.69,7.93,6.33,20.06,0.1,35.59,75,38.4,0
31.91,8.38,4.14,13.2,0.336,52.6,44,56.8,0
28.09,7.44,5.78,4.74,0.119,36.68,64,39.2,0
31.26,7.45,4.68,20.52,0.204,36.59,127,36.6,0
27.71,7.9,6.97,12.61,0.065,19.21,20,77.2,0
28.88,8.03,5.55,22.13,0.159,43.37,121,33.5,0
26.86,7.35,6.17,13.46,0.103,25.32,94,11.5,0
29.91,7.76,2.29,12.07,0.087,55.78,23,34.4,0
31.89,7.75,4.89,18.92,0.015,30.99,46,14.9,0
28.85,6.58,5.51,32.15,0.046,37.56,110,30.7,0
28.61,7.68,5.28,22.49,0.428,74.46,94,32.1,1
26.77,7.71,6.2,18.82,0.107,37.4,19,45.5,0
28.54,7.71,4.54,20.15,0.119,35.39,27,14.3,0
25.81,8.58,5.06,7.49,0.232,50.78,121,62.9,0
27.17,7.13,6.48,11.27,0.148,15.22,28,16.9,0
29.45,7.35,2.15,2.93,0.087,60.76,84,43.1,0
31.64,6.36,5.74,28.38,0.088,56.91,129,40.1,0
34.62,7.54,4.58,27.16,0.042,49.87,29,57.4,0
27.83,7.58,3.86,20.36,0.169,5.0,15,50.3,0
31.87,7.52,5.42,18.81,0.174,38.11,108,62.8,0
29.49,8.41,6.53,8.69,0.121,22.91,123,39.6,0
28.7,8.27,6.3,16.68,0.105,58.86,71,38.0,0
29.87,7.84,4.83,28.75,0.175,57.79,37,51.2,0
29.12,7.6,6.09,18.79,0.041,47.82,17,60.4,0
29.22,8.36,6.09,14.61,0.154,23.95,119,57.4,0
28.18,7.79,4.89,7.45,0.349,64.41,105,49.8,0
26.2,7.35,4.13,26.28,0.067,38.07,117,48.5,0
25.91,6.86,4.21,17.58,0.097,69.08,104,44.5,0
30.31,7.56,6.05,7.46,0.286,45.98,61,51.1,0
28.45,8.22,4.95,12.45,0.121,49.6,67,75.5,0
27.81,9.05,3.69,10.33,0.216,35.1,55,41.4,0
29.02,7.83,2.89,17.21,0.161,63.1,97,39.5,0
30.59,7.38,6.04,19.24,0.171,51.13,22,38.4,0
29.36,7.15,4.32,14.98,0.063,63.64,14,50.8,0
27.69,8.1,5.41,22.66,0.061,44.66,125,13.2,0
31.45,6.83,6.55,18.47,0.196,41.29,48,43.0,0
32.16,8.1,3.36,24.37,0.03,50.93,14,58.2,1
29.99,8.25,4.94,15.86,0.1,63.64,90,37.1,0
30.95,8.04,4.79,35.0,0.175,57.25,57,47.8,0
31.48,7.68,5.47,14.61,0.096,44.07,37,76.6,0
31.26,8.11,6.55,12.58,0.106,14.14,62,50.0,0
30.23,7.89,3.34,11.84,0.224,54.16,64,11.4,0
30.2,7.37,5.71,16.73,0.311,20.42,83,23.9,0
30.04,8.82,6.29,7.68,0.547,42.53,121,41.2,1
26.81,7.61,4.77,19.77,0.292,40.26,115,32.9,0
30.4,8.23,4.83,6.57,0.08,20.73,109,46.6,0
26.29,6.47,5.52,18.97,0.053,47.59,69,40.6,0
27.41,8.5,5.43,9.89,0.081,74.31,76,62.5,0
31.61,8.61,5.73,15.71,0.177,37.31,25,28.6,0
30.68,7.82,5.7,21.63,0.088,53.49,79,41.9,0
31.97,8.11,3.77,31.82,0.065,77.34,90,48.3,0
28.46,8.11,6.24,11.53,0.338,54.94,116,50.1,0
26.7,7.45,6.46,17.1,0.086,32.33,15,47.2,0
28.52,8.1,5.23,13.66,0.167,45.56,113,10.0,0
29.2,7.36,3.13,12.78,0.164,49.21,72,46.2,0
29.16,7.47,4.86,13.71,0.015,63.51,20,42.7,0
31.27,8.42,5.24,22.94,0.323,60.21,129,58.0,0
28.28,8.34,3.57,15.07,0.039,5.0,65,55.8,0
29.7,7.41,4.55,31.5,0.026,29.16,59,48.6,0
27.02,7.4,3.24,20.5,0.078,40.95,32,49.7,0
29.9,7.44,5.76,11.94,0.054,26.77,18,65.3,0
29.01,8.2,5.21,15.8,0.288,5.0,19,62.3,0
27.5,7.25,2.94,13.19,0.146,31.12,42,49.1,0
28.53,8.0,5.44,22.8,0.071,41.95,45,77.2,0
28.63,8.21,4.93,8.17,0.025,34.12,65,35.6,0
28.46,7.75,5.65,9.95,0.159,27.05,83,27.2,0
32.54,8.36,4.51,14.45,0.093,42.62,129,44.8,0
28.8,7.63,4.0,22.1,0.176,47.15,105,39.4,0
28.51,7.68,4.04,25.4,0.146,34.97,68,10.0,0
24.81,7.26,4.33,26.28,0.056,62.58,119,35.2,0
27.21,8.36,5.02,21.18,0.193,42.87,76,50.2,0
28.47,7.38,5.18,17.5,0.034,28.93,60,44.1,0
27.63,7.99,4.76,22.77,0.089,25.13,36,33.4,0
31.76,7.76,4.47,11.13,0.1,38.81,60,45.6,0
28.67,7.22,4.56,6.93,0.112,58.7,14,46.8,0
31.58,7.46,8.13,20.62,0.032,29.64,28,55.7,0
29.12,8.56,4.04,11.97,0.278,50.94,123,35.4,1
29.07,7.91,4.3,17.61,0.056,43.42,33,58.1,0
28.82,7.24,9.0,18.72,0.019,71.9,78,28.6,0
29.01,7.97,5.53,19.49,0.15,47.85,22,37.4,0
32.44,7.72,3.28,23.63,0.423,31.53,82,70.5,1
24.36,9.5,6.05,22.99,0.015,53.05,127,29.6,1
25.0,7.96,3.86,19.17,0.227,53.55,64,35.1,0
27.91,7.59,6.14,15.35,0.118,36.04,25,26.2,0
29.03,8.58,4.74,18.65,0.033,24.54,12,32.6,0
30.38,6.79,4.45,14.42,0.099,50.04,100,47.1,0
29.95,7.85,7.01,16.82,0.354,42.95,22,55.6,0
28.23,8.9,5.71,33.71,0.299,19.25,48,44.7,1
31.04,7.74,6.22,19.09,0.618,45.82,111,40.1,0
31.06,6.85,5.54,20.7,0.2,32.45,74,26.4,0
29.37,7.58,4.44,13.77,0.075,19.27,114,34.1,0
30.93,8.6,5.76,24.12,0.224,36.72,114,21.8,0
29.55,8.01,6.51,22.56,0.062,61.24,89,56.0,0
27.88,7.34,5.17,22.6,0.106,60.12,122,57.1,0
30.4,7.42,7.25,19.29,0.062,56.2,14,44.4,0
29.22,7.49,6.06,24.21,0.199,46.04,38,51.6,0
29.0,8.0,5.26,25.63,0.186,50.94,43,58.1,0
31.95,8.54,5.31,19.7,0.067,43.48,119,46.5,0
24.1,8.38,5.17,17.31,0.262,25.42,84,65.9,1
26.16,8.05,3.44,23.37,0.323,28.42,40,29.6,1
26.63,7.07,4.89,12.58,0.076,32.89,35,39.8,0
28.27,7.07,5.28,13.69,0.162,63.02,106,38.0,0
28.49,8.09,4.48,17.68,0.337,58.15,113,54.7,0
25.99,7.06,5.42,7.55,0.151,25.8,11,23.5,0
27.03,7.68,5.03,22.97,0.09,42.8,53,66.7,0
27.28,7.97,5.97,12.22,0.11,35.96,74,53.4,0
33.91,7.17,5.83,15.17,0.075,39.67,38,71.3,0
32.6,7.24,5.21,16.72,0.268,33.96,97,44.4,0
28.18,7.75,3.29,18.24,0.245,63.09,100,36.7,0
28.27,8.08,7.24,15.94,0.06,41.72,110,54.9,0
26.7,8.38,4.82,17.6,0.071,45.24,104,60.5,0
25.18,8.13,4.9,17.64,0.027,45.36,110,34.3,0
28.77,7.84,4.57,15.32,0.178,26.58,53,15.0,0
27.0,7.39,4.39,13.36,0.04,43.63,45,17.6,0
28.83,7.21,6.93,24.49,0.464,57.93,47,48.9,0
25.8,7.52,6.73,5.37,0.054,64.09,112,68.1,1
27.48,8.03,5.56,16.77,0.014,24.78,87,25.5,0
29.3,7.99,4.87,15.19,0.038,19.22,48,40.9,0
29.73,6.65,5.77,20.51,0.147,42.93,96,39.8,0
29.83,7.37,5.09,9.27,0.109,58.64,38,73.8,0
26.36,8.46,4.76,15.0,0.053,47.39,41,78.9,0
30.71,7.84,5.42,17.39,0.104,52.2,10,51.4,0
27.4,7.02,4.45,24.42,0.069,21.6,125,58.5,0
30.27,9.1,5.32,19.99,0.175,33.42,38,58.1,0
28.98,7.78,5.26,10.9,0.041,9.06,100,25.8,0
26.25,8.01,5.75,15.08,0.131,39.86,24,55.5,0
28.37,8.02,4.23,23.32,0.136,9.54,14,29.7,0
29.73,7.6,5.89,10.8,0.112,61.99,90,42.4,0
30.23,7.4,3.87,17.53,0.16,65.32,21,62.1,0
28.72,8.97,4.28,17.95,0.103,44.11,27,46.2,0
32.06,8.35,4.34,15.69,0.198,19.31,49,61.5,0
31.02,8.25,3.66,34.17,0.112,47.64,80,64.5,0
28.49,8.12,6.27,15.52,0.276,69.89,12,18.6,1
30.5,7.25,3.79,20.7,0.131,49.14,25,12.3,0
32.87,8.5,4.13,13.4,0.264,59.77,50,62.4,1
32.92,7.34,6.57,21.17,0.07,34.72,94,63.0,0
26.54,7.96,4.29,23.22,0.046,28.93,21,48.8,0
27.15,6.9,4.76,14.47,0.197,40.94,44,50.9,0
31.97,6.68,3.73,17.67,0.113,13.1,33,58.4,0
26.88,7.98,6.04,12.63,0.008,75.96,47,58.1,0
26.35,7.35,6.06,11.13,0.059,44.09,40,40.4,0
28.03,6.71,5.92,24.22,0.148,55.0,86,59.3,0
29.84,8.1,5.67,14.68,0.105,35.08,18,39.8,0
28.8,8.97,5.09,3.52,0.057,18.85,122,48.7,0
27.7,8.56,4.34,28.59,0.112,63.39,39,48.0,0
27.65,7.66,3.98,13.19,0.128,25.14,128,32.1,0
27.58,7.8,6.61,16.52,0.019,47.23,97,33.9,0
27.24,8.29,5.96,27.85,0.259,48.65,52,78.5,0
33.56,8.42,4.13,17.15,0.301,43.11,46,31.6,1
29.6,7.61,5.05,17.02,0.059,30.23,123,50.5,0
30.77,7.82,4.62,10.63,0.414,39.76,129,53.7,0
28.02,7.97,3.59,8.19,0.106,27.75,83,44.2,0
28.63,8.1,5.22,17.0,0.065,54.14,15,55.1,0
27.57,7.73,4.48,20.18,0.063,50.57,118,49.9,0
23.7,7.73,3.81,19.83,0.395,41.68,67,31.9,0
26.24,8.56,3.15,15.11,0.042,33.47,13,53.1,0
25.38,8.47,3.05,18.12,0.13,73.61,106,36.8,1
24.5,8.06,4.54,6.98,0.143,22.47,13,71.1,1
26.61,8.75,4.89,20.76,0.198,18.83,54,51.4,0
31.65,7.59,3.91,18.97,0.122,40.77,18,34.5,0
28.91,8.69,5.81,29.84,0.375,38.13,62,50.1,1
31.58,8.1,4.92,18.04,0.425,58.46,106,31.1,0
29.82,9.5,5.72,12.34,0.317,51.69,25,48.9,1
30.57,7.14,4.77,17.7,0.154,42.44,26,41.6,0
27.2,7.42,4.02,16.03,0.229,49.51,124,32.6,0
30.05,8.03,5.14,20.61,0.088,49.23,31,32.4,0
30.46,8.02,3.42,18.16,0.266,73.55,23,81.5,1
27.85,8.87,5.67,10.44,0.069,45.8,80,46.4,0
30.12,7.43,3.83,8.19,0.05,31.78,43,38.5,0
30.13,8.3,6.15,19.58,0.048,44.98,124,35.9,0
27.9,8.44,4.58,26.3,0.179,5.0,29,52.1,0
26.75,8.19,6.33,18.48,0.343,41.51,78,35.4,0
26.63,7.27,3.6,22.88,0.363,58.39,120,28.6,0
29.17,8.57,4.15,24.08,0.009,51.03,97,44.5,0
29.65,8.48,5.48,19.6,0.239,46.48,13,44.4,0
27.41,8.13,6.46,13.11,0.046,51.74,32,38.7,0
29.05,7.91,7.08,19.17,0.541,58.55,25,31.6,0
30.14,7.92,5.05,25.24,0.033,63.38,119,39.1,0
30.24,7.76,7.3,21.18,0.019,48.71,34,38.0,0
32.1,8.15,4.64,22.49,0.243,37.26,16,35.9,0
31.55,7.82,6.37,15.22,0.084,7.3,55,49.1,0
27.0,7.33,3.82,16.79,0.079,56.67,43,78.4,0
32.37,7.22,5.53,17.29,0.058,49.73,29,65.0,0
27.94,7.39,2.07,17.69,0.068,44.29,64,74.1,1
31.09,7.92,3.6,25.01,0.25,31.68,118,36.5,0
29.14,7.79,5.58,3.92,0.048,56.48,37,70.1,0
28.18,7.92,3.36,18.18,0.103,38.14,127,48.4,0
25.38,8.08,5.53,17.52,0.043,41.48,89,59.8,0
28.66,7.45,6.13,9.77,0.126,41.16,55,51.9,0
25.88,8.61,4.37,22.03,0.078,48.75,91,39.9,0
30.93,7.65,3.79,13.65,0.167,24.77,51,55.8,0
32.03,7.56,4.41,15.86,0.184,50.44,35,52.3,0
27.41,8.07,3.79,29.09,0.348,31.19,38,18.5,1
29.6,6.79,4.87,24.06,0.517,31.71,11,43.1,0
27.55,7.37,5.13,21.45,0.064,55.28,87,58.1,0
27.74,8.34,4.62,20.28,0.201,27.07,18,49.2,0
30.55,6.84,7.09,17.01,0.077,55.25,33,52.0,0
28.92,8.41,4.1,30.0,0.18,43.52,10,33.7,0
32.48,8.63,6.74,22.81,0.174,17.28,17,48.8,0
28.04,7.6,3.7,13.5,0.17,62.47,118,43.6,0
31.0,7.96,5.09,9.6,0.212,46.65,12,41.9,0
29.19,8.42,6.48,21.4,0.133,47.91,84,34.8,0
30.59,7.54,6.41,17.66,0.084,57.11,49,58.7,0
28.11,8.28,4.47,9.43,0.127,64.49,26,50.2,0
28.9,7.43,5.69,20.57,0.491,45.02,45,48.7,1
28.77,7.54,5.53,16.39,0.071,51.26,21,75.8,0
27.33,7.36,4.33,21.18,0.09,47.57,47,52.1,0
30.32,7.99,5.77,20.65,0.059,36.86,108,63.0,0
30.3,8.44,7.33,14.35,0.015,18.25,84,49.1,0
30.19,7.7,5.59,21.8,0.111,45.22,107,39.7,0
32.07,7.1,5.71,15.01,0.189,62.68,93,29.1,0
31.9,7.2,5.84,15.4,0.05,50.75,121,48.6,0
28.25,8.02,3.17,14.81,0.31,25.99,22,10.0,1
29.75,8.81,5.58,24.79,0.163,58.46,29,49.1,0
27.75,8.02,3.73,16.32,0.252,37.36,59,49.7,0
29.05,7.59,4.26,26.23,0.151,10.62,72,41.7,0
27.8,8.22,7.7,28.7,0.102,57.27,104,43.6,0
32.24,7.67,4.68,13.57,0.086,27.82,24,26.2,0
29.73,7.59,4.07,2.0,0.147,68.71,23,65.8,1
28.56,7.27,6.44,24.27,0.157,59.22,105,39.9,0
31.39,8.57,3.82,15.95,0.075,38.58,75,30.4,0
24.66,6.4,4.44,12.8,0.1,48.89,59,53.2,1
24.97,8.24,6.56,14.47,0.427,78.36,36,46.7,1
30.59,7.54,5.05,15.51,0.129,57.0,93,39.6,0
29.12,7.57,3.05,25.78,0.14,45.57,106,38.0,0
29.5,8.73,5.68,18.96,0.357,85.34,13,44.9,1
26.35,7.41,4.5,25.7,0.159,43.76,16,65.2,0
28.95,7.43,6.92,20.97,0.116,50.73,103,52.0,0
33.01,7.73,4.24,16.14,0.247,27.96,116,44.5,0
30.65,8.03,6.31,15.66,0.208,16.88,37,57.8,0
29.34,7.56,7.22,21.37,0.143,37.68,94,45.4,0
28.12,6.93,3.94,22.92,0.153,42.58,111,51.0,0
28.21,7.32,4.76,23.98,0.092,46.94,23,47.3,0
24.74,8.5,5.49,16.43,0.04,20.7,32,53.8,0
29.52,7.84,3.93,19.05,0.186,51.91,25,38.3,0
30.69,8.05,5.34,21.5,0.025,29.54,104,27.9,0
25.85,7.66,4.72,15.7,0.042,51.13,102,58.6,0
27.68,7.44,4.69,11.19,0.099,56.02,26,67.6,0
26.69,8.72,5.06,13.16,0.091,36.07,30,28.6,0
27.07,7.7,5.09,16.55,0.201,27.54,89,47.7,0
29.11,7.56,5.2,21.97,0.241,65.15,117,38.3,0
24.83,8.4,4.25,25.55,0.469,55.09,103,58.3,1
